Data pulled on 10/29/2014 at 20:49:03
username, number of edits, percent of total edits
35.14.236.89,1,0.000250941028858
62.212.200.123,1,0.000250941028858
Escape Orbit,1,0.000250941028858
64.4.97.160,1,0.000250941028858
168.156.67.35,1,0.000250941028858
64.60.32.210,1,0.000250941028858
NTBot,1,0.000250941028858
69.123.63.182,1,0.000250941028858
Iridescent,1,0.000250941028858
71.11.143.248,1,0.000250941028858
Pingveno,1,0.000250941028858
108.28.55.254,1,0.000250941028858
Jerzy,1,0.000250941028858
86.162.138.81,1,0.000250941028858
208.80.171.229,1,0.000250941028858
Digglern,1,0.000250941028858
170.153.62.251,1,0.000250941028858
Kiplingw,1,0.000250941028858
71.201.66.123,1,0.000250941028858
Mandishaa,1,0.000250941028858
Single16+Sections,1,0.000250941028858
145.117.4.128,1,0.000250941028858
130.156.22.254,1,0.000250941028858
184.76.36.249,1,0.000250941028858
97.89.253.110,1,0.000250941028858
174.25.64.105,1,0.000250941028858
108.60.224.218,1,0.000250941028858
Wikipelli,1,0.000250941028858
202.43.140.32,1,0.000250941028858
38.100.221.120,1,0.000250941028858
Vrenator,1,0.000250941028858
24.13.3.145,1,0.000250941028858
208.82.43.28,1,0.000250941028858
166.109.0.96,1,0.000250941028858
206.149.36.234,1,0.000250941028858
Marimberito,1,0.000250941028858
Duriantree,1,0.000250941028858
Savedblue,1,0.000250941028858
Atheuz,1,0.000250941028858
87.160.196.167,1,0.000250941028858
DMG413,1,0.000250941028858
99.232.97.181,1,0.000250941028858
Tharenthel,1,0.000250941028858
24.84.210.78,1,0.000250941028858
24.61.44.80,1,0.000250941028858
192.17.144.62,1,0.000250941028858
Poooov,1,0.000250941028858
220.104.81.230,1,0.000250941028858
50.72.146.184,1,0.000250941028858
99.67.165.8,1,0.000250941028858
ChrisRuvolo,1,0.000250941028858
Nonagonal Spider,1,0.000250941028858
98.226.203.38,1,0.000250941028858
66.253.149.192,1,0.000250941028858
164.116.166.63,1,0.000250941028858
86.131.217.196,1,0.000250941028858
98.239.137.201,1,0.000250941028858
ViriiK,1,0.000250941028858
216.56.21.22,1,0.000250941028858
MovieImage,1,0.000250941028858
Starchildsf,1,0.000250941028858
98.155.72.157,1,0.000250941028858
Gonzomalan,1,0.000250941028858
98.20.12.191,1,0.000250941028858
69.178.193.237,1,0.000250941028858
66.27.217.186,1,0.000250941028858
76.112.223.98,1,0.000250941028858
Legobot,1,0.000250941028858
85.242.254.93,1,0.000250941028858
CanisRufus,1,0.000250941028858
143.226.32.122,1,0.000250941028858
70.214.36.247,1,0.000250941028858
149.125.210.141,1,0.000250941028858
NottNott,1,0.000250941028858
174.17.159.154,1,0.000250941028858
69.152.67.134,1,0.000250941028858
69.232.201.106,1,0.000250941028858
Sadena,1,0.000250941028858
Teneriff,1,0.000250941028858
74.79.151.45,1,0.000250941028858
Moomoopashoo,1,0.000250941028858
Kman543210,1,0.000250941028858
141.140.125.20,1,0.000250941028858
64.251.52.247,1,0.000250941028858
80.60.239.231,1,0.000250941028858
Shanebratt,1,0.000250941028858
