Data pulled on 10/29/2014 at 20:49:03
username, number of edits, percent of total edits
140.211.175.205,1,0.000250941028858
83.196.100.116,1,0.000250941028858
63.96.11.254,1,0.000250941028858
220.101.28.25,1,0.000250941028858
72.243.107.97,1,0.000250941028858
Unomi,1,0.000250941028858
24.94.130.214,1,0.000250941028858
Martarius,1,0.000250941028858
71.146.159.152,1,0.000250941028858
TheMan4000,1,0.000250941028858
198.7.243.121,1,0.000250941028858
122.148.183.23,1,0.000250941028858
Maelor,1,0.000250941028858
AtxApril,1,0.000250941028858
78.145.97.141,1,0.000250941028858
147.26.87.50,1,0.000250941028858
Roimatola,1,0.000250941028858
204.111.220.54,1,0.000250941028858
Nikkimaria,1,0.000250941028858
190.95.108.69,1,0.000250941028858
Mwillse,1,0.000250941028858
Lectonar,1,0.000250941028858
Bojan,1,0.000250941028858
117.207.50.23,1,0.000250941028858
96.18.48.5,1,0.000250941028858
98.110.171.75,1,0.000250941028858
SpuriousQ,1,0.000250941028858
68.39.115.241,1,0.000250941028858
173.218.126.148,1,0.000250941028858
Thepangelinanpost,1,0.000250941028858
77.224.3.130,1,0.000250941028858
Lova Falk,1,0.000250941028858
66.169.29.17,1,0.000250941028858
Yhtomitkroy,1,0.000250941028858
68.77.111.117,1,0.000250941028858
213.103.207.56,1,0.000250941028858
Hephaestos,1,0.000250941028858
ProtossPylon,1,0.000250941028858
Bork,1,0.000250941028858
71.105.63.39,1,0.000250941028858
74.108.153.208,1,0.000250941028858
68.77.119.164,1,0.000250941028858
Tim!,1,0.000250941028858
65.94.117.253,1,0.000250941028858
86.129.128.247,1,0.000250941028858
76.200.102.228,1,0.000250941028858
24.182.178.250,1,0.000250941028858
Jaxl,1,0.000250941028858
174.103.196.247,1,0.000250941028858
76.166.49.213,1,0.000250941028858
70.238.171.190,1,0.000250941028858
196.42.61.6,1,0.000250941028858
24.20.238.10,1,0.000250941028858
Ceiteag,1,0.000250941028858
24.205.69.233,1,0.000250941028858
71.142.209.58,1,0.000250941028858
Kingpin13,1,0.000250941028858
98.213.48.104,1,0.000250941028858
76.173.131.60,1,0.000250941028858
217.232.82.66,1,0.000250941028858
209.198.96.180,1,0.000250941028858
Rystic,1,0.000250941028858
C628,1,0.000250941028858
Kalyanvarma,1,0.000250941028858
Fnerchei,1,0.000250941028858
Nixeagle,1,0.000250941028858
24.46.198.78,1,0.000250941028858
64.231.128.21,1,0.000250941028858
Vcelloho,1,0.000250941028858
129.22.124.208,1,0.000250941028858
Dipics,1,0.000250941028858
71.221.249.147,1,0.000250941028858
Cgingold,1,0.000250941028858
MusikAnimal,1,0.000250941028858
72.67.82.14,1,0.000250941028858
70.173.72.100,1,0.000250941028858
114.72.194.95,1,0.000250941028858
184.100.12.134,1,0.000250941028858
64.108.128.114,1,0.000250941028858
76.102.10.178,1,0.000250941028858
37.49.227.103,1,0.000250941028858
Utcursch,1,0.000250941028858
64.208.122.50,1,0.000250941028858
24.251.157.65,1,0.000250941028858
MrVert,1,0.000250941028858
99.90.224.148,1,0.000250941028858
Katieh5584,1,0.000250941028858
Ohconfucius,1,0.000250941028858
Gaius Cornelius,1,0.000250941028858
Magioladitis,1,0.000250941028858
62.17.252.153,1,0.000250941028858
137.85.188.191,1,0.000250941028858
129.115.251.173,1,0.000250941028858
Emeraldcityserendipity,1,0.000250941028858
Logical Cowboy,1,0.000250941028858
69.209.62.200,1,0.000250941028858
66.67.28.6,1,0.000250941028858
192.5.109.49,1,0.000250941028858
70.202.255.141,1,0.000250941028858
DavidH,1,0.000250941028858
MindstormsKid,1,0.000250941028858
76.208.70.144,1,0.000250941028858
71.59.214.37,1,0.000250941028858
130.113.49.197,1,0.000250941028858
Dolphin51,1,0.000250941028858
65.93.148.240,1,0.000250941028858
YUL89YYZ,1,0.000250941028858
157.193.200.219,1,0.000250941028858
194.35.194.252,1,0.000250941028858
AntiVan,1,0.000250941028858
70.33.74.151,1,0.000250941028858
65.173.78.49,1,0.000250941028858
74.192.47.170,1,0.000250941028858
Runefrost,1,0.000250941028858
173.50.225.186,1,0.000250941028858
86.153.99.72,1,0.000250941028858
64.247.124.116,1,0.000250941028858
DavidLeighEllis,1,0.000250941028858
174.63.117.200,1,0.000250941028858
TXiKiBoT,1,0.000250941028858
174.63.24.238,1,0.000250941028858
66.87.2.36,1,0.000250941028858
Gregotter,1,0.000250941028858
71.244.114.196,1,0.000250941028858
Aliaselin,1,0.000250941028858
69.113.117.0,1,0.000250941028858
68.55.184.240,1,0.000250941028858
65.12.233.213,1,0.000250941028858
216.227.89.35,1,0.000250941028858
Thebestofall007,1,0.000250941028858
Maproom,1,0.000250941028858
190.100.43.44,1,0.000250941028858
72.11.11.150,1,0.000250941028858
DASHBotAV,1,0.000250941028858
NellieBly,1,0.000250941028858
Jhertel,1,0.000250941028858
98.110.248.247,1,0.000250941028858
MonsantoIsEvil,1,0.000250941028858
24.87.83.40,1,0.000250941028858
M1jones22,1,0.000250941028858
J.smith,1,0.000250941028858
Calorus,1,0.000250941028858
154.20.228.226,1,0.000250941028858
169.230.228.28,1,0.000250941028858
216.114.102.189,1,0.000250941028858
75.216.157.226,1,0.000250941028858
Jvcdude,1,0.000250941028858
68.0.188.175,1,0.000250941028858
209.172.109.170,1,0.000250941028858
Alanyst,1,0.000250941028858
Neverquick,1,0.000250941028858
Anonymous1911,1,0.000250941028858
68.6.235.124,1,0.000250941028858
24.180.217.74,1,0.000250941028858
Micah hainline,1,0.000250941028858
Hmains,1,0.000250941028858
97.126.234.152,1,0.000250941028858
Anthony Fok,1,0.000250941028858
H3llBot,1,0.000250941028858
74.65.201.8,1,0.000250941028858
StradivariusTV,1,0.000250941028858
TheSix,1,0.000250941028858
AaronDeVore,1,0.000250941028858
41.240.99.61,1,0.000250941028858
JamesAM,1,0.000250941028858
190.21.208.35,1,0.000250941028858
Frigotoni,1,0.000250941028858
Beccaisnexttome,1,0.000250941028858
76.202.116.239,1,0.000250941028858
118.90.118.7,1,0.000250941028858
80.32.246.17,1,0.000250941028858
Reubzz,1,0.000250941028858
82.173.177.211,1,0.000250941028858
195.7.114.100,1,0.000250941028858
97.85.76.36,1,0.000250941028858
149.32.192.33,1,0.000250941028858
27.142.187.38,1,0.000250941028858
99.183.171.4,1,0.000250941028858
Davewild,1,0.000250941028858
24.199.34.242,1,0.000250941028858
213.100.108.117,1,0.000250941028858
71.103.235.105,1,0.000250941028858
67.100.30.151,1,0.000250941028858
71.198.21.221,1,0.000250941028858
68.5.20.79,1,0.000250941028858
98.101.56.235,1,0.000250941028858
74.92.53.193,1,0.000250941028858
69.245.60.9,1,0.000250941028858
Thaxter,1,0.000250941028858
166.90.238.149,1,0.000250941028858
59.164.86.181,1,0.000250941028858
65.216.227.186,1,0.000250941028858
74.5.191.140,1,0.000250941028858
72.139.81.229,1,0.000250941028858
216.236.168.16,1,0.000250941028858
Zwyciezca,1,0.000250941028858
Enemenemu,1,0.000250941028858
Monkbot,1,0.000250941028858
A13ean,1,0.000250941028858
Dominus,1,0.000250941028858
154.5.25.145,1,0.000250941028858
155.94.62.221,1,0.000250941028858
Edgar181,1,0.000250941028858
Der Golem,1,0.000250941028858
199.74.69.78,1,0.000250941028858
JPG-GR,1,0.000250941028858
82.167.27.184,1,0.000250941028858
216.245.20.34,1,0.000250941028858
81.66.102.93,1,0.000250941028858
68.9.118.113,1,0.000250941028858
76.127.57.171,1,0.000250941028858
Minusf,1,0.000250941028858
Komap,1,0.000250941028858
85.8.66.12,1,0.000250941028858
Zero914,1,0.000250941028858
Sloane,1,0.000250941028858
Ed1983,1,0.000250941028858
138.73.183.32,1,0.000250941028858
StaraBlazkova,1,0.000250941028858
Giovannini,1,0.000250941028858
24.187.64.172,1,0.000250941028858
Out Kindly,1,0.000250941028858
Gossipium,1,0.000250941028858
Haruth,1,0.000250941028858
92.0.254.139,1,0.000250941028858
Rich257,1,0.000250941028858
50.140.4.156,1,0.000250941028858
69.29.131.21,1,0.000250941028858
Capt Jim,1,0.000250941028858
204.122.255.189,1,0.000250941028858
Snozzwanger,1,0.000250941028858
65.12.222.80,1,0.000250941028858
SoCalSuperEagle,1,0.000250941028858
David Latapie,1,0.000250941028858
194.66.185.193,1,0.000250941028858
Wikawikawika,1,0.000250941028858
Matthias M.,1,0.000250941028858
82.32.4.243,1,0.000250941028858
70.187.248.88,1,0.000250941028858
67.176.42.43,1,0.000250941028858
84.81.214.77,1,0.000250941028858
84.61.107.116,1,0.000250941028858
Pit,1,0.000250941028858
24.196.139.211,1,0.000250941028858
68.114.80.50,1,0.000250941028858
Whartonmba,1,0.000250941028858
Mild Bill Hiccup,1,0.000250941028858
85.220.105.135,1,0.000250941028858
Kukja33,1,0.000250941028858
FunkyWags,1,0.000250941028858
Zorrobot,1,0.000250941028858
24.74.137.116,1,0.000250941028858
Smaug123,1,0.000250941028858
Remright,1,0.000250941028858
76.218.80.170,1,0.000250941028858
82.231.41.108,1,0.000250941028858
24.44.44.86,1,0.000250941028858
67.182.129.214,1,0.000250941028858
98.238.23.0,1,0.000250941028858
Jeandré du Toit,1,0.000250941028858
64.134.31.247,1,0.000250941028858
Zephyrnthesky,1,0.000250941028858
70.199.7.60,1,0.000250941028858
212.219.8.230,1,0.000250941028858
Xaiver0510,1,0.000250941028858
82.225.217.163,1,0.000250941028858
71.92.242.128,1,0.000250941028858
216.226.54.194,1,0.000250941028858
Petercoyl,1,0.000250941028858
65.130.128.185,1,0.000250941028858
ZéroBot,1,0.000250941028858
Flockmeal,1,0.000250941028858
206.126.81.40,1,0.000250941028858
115.64.181.118,1,0.000250941028858
HeisenX,1,0.000250941028858
67.169.148.25,1,0.000250941028858
Natandoron9,1,0.000250941028858
168.7.236.169,1,0.000250941028858
Harryboyles,1,0.000250941028858
PPCPSafe09,1,0.000250941028858
24.205.229.59,1,0.000250941028858
Jamesofur,1,0.000250941028858
194.167.3.1,1,0.000250941028858
131.252.82.60,1,0.000250941028858
69.155.161.126,1,0.000250941028858
Ulric1313,1,0.000250941028858
216.56.60.3,1,0.000250941028858
69.196.172.78,1,0.000250941028858
68.180.22.102,1,0.000250941028858
72.201.96.88,1,0.000250941028858
71.223.240.161,1,0.000250941028858
97.100.214.138,1,0.000250941028858
Wormcast,1,0.000250941028858
DumbBOT,1,0.000250941028858
217.232.112.148,1,0.000250941028858
4.21.126.112,1,0.000250941028858
207.62.203.197,1,0.000250941028858
Taka,1,0.000250941028858
69.243.105.24,1,0.000250941028858
Elvey,1,0.000250941028858
65.101.138.122,1,0.000250941028858
72.139.20.6,1,0.000250941028858
207.160.215.105,1,0.000250941028858
Alansohn,1,0.000250941028858
76.179.107.246,1,0.000250941028858
69.156.1.193,1,0.000250941028858
Ggholm,1,0.000250941028858
EugeneKay,1,0.000250941028858
4.246.207.73,1,0.000250941028858
Crow76308,1,0.000250941028858
169.234.246.229,1,0.000250941028858
Mrzubrow,1,0.000250941028858
Themepark,1,0.000250941028858
Travis.Thurston,1,0.000250941028858
99.157.251.76,1,0.000250941028858
206.77.151.237,1,0.000250941028858
192.150.10.200,1,0.000250941028858
Cubs197,1,0.000250941028858
Zepheus,1,0.000250941028858
DanKassem,1,0.000250941028858
LordBleen,1,0.000250941028858
Thunderboltz,1,0.000250941028858
99.144.112.87,1,0.000250941028858
DGGenuine,1,0.000250941028858
RussBot,1,0.000250941028858
75.201.188.37,1,0.000250941028858
Ineuw,1,0.000250941028858
162.97.99.36,1,0.000250941028858
Bob1987123124,1,0.000250941028858
70.179.113.36,1,0.000250941028858
Colonies Chris,1,0.000250941028858
Jared,1,0.000250941028858
Jlh0910,1,0.000250941028858
FrankTobia,1,0.000250941028858
Thingg,1,0.000250941028858
71.251.56.230,1,0.000250941028858
Train2104,1,0.000250941028858
134.117.128.9,1,0.000250941028858
Slidersv,1,0.000250941028858
71.237.193.68,1,0.000250941028858
Crsini,1,0.000250941028858
69.66.67.182,1,0.000250941028858
74.87.193.254,1,0.000250941028858
GoingBatty,1,0.000250941028858
128.138.54.22,1,0.000250941028858
O'Dea,1,0.000250941028858
Margosbot,1,0.000250941028858
69.229.233.101,1,0.000250941028858
Hoo man,1,0.000250941028858
83.163.205.75,1,0.000250941028858
24.125.2.90,1,0.000250941028858
Cj1340,1,0.000250941028858
Lizard1959,1,0.000250941028858
Donmike10,1,0.000250941028858
SCEhardt,1,0.000250941028858
129.21.137.6,1,0.000250941028858
TheFirstLiamIAM,1,0.000250941028858
Cyfal,1,0.000250941028858
Alren,1,0.000250941028858
64.85.176.235,1,0.000250941028858
ShaleZero,1,0.000250941028858
65.175.134.44,1,0.000250941028858
Greenshed,1,0.000250941028858
Kaldari,1,0.000250941028858
HelenAbey,1,0.000250941028858
68.8.133.92,1,0.000250941028858
24.8.114.108,1,0.000250941028858
Tjwelke,1,0.000250941028858
69.119.15.11,1,0.000250941028858
142.24.225.81,1,0.000250941028858
10027a,1,0.000250941028858
24.30.134.193,1,0.000250941028858
98.173.217.90,1,0.000250941028858
Reapersalley78,1,0.000250941028858
74.220.182.37,1,0.000250941028858
216.232.156.103,1,0.000250941028858
66.183.125.209,1,0.000250941028858
24.108.196.129,1,0.000250941028858
69.108.84.246,1,0.000250941028858
24.16.44.191,1,0.000250941028858
LibertyOrDeath,1,0.000250941028858
Albickers,1,0.000250941028858
Matt Fitzpatrick,1,0.000250941028858
Guettarda,1,0.000250941028858
Mrschimpf,1,0.000250941028858
Dawn Bard,1,0.000250941028858
68.101.240.254,1,0.000250941028858
FactFinder55,1,0.000250941028858
108.9.228.244,1,0.000250941028858
Valent,1,0.000250941028858
Widefox,1,0.000250941028858
207.136.242.78,1,0.000250941028858
139.142.135.106,1,0.000250941028858
199.185.124.99,1,0.000250941028858
ComfyKem,1,0.000250941028858
173.175.221.146,1,0.000250941028858
Dnwq,1,0.000250941028858
Lself,1,0.000250941028858
158.111.4.25,1,0.000250941028858
108.75.204.8,1,0.000250941028858
タチコマ robot,1,0.000250941028858
Oliverlyc,1,0.000250941028858
JohnInDC,1,0.000250941028858
78.112.213.93,1,0.000250941028858
24.91.185.127,1,0.000250941028858
Finc92,1,0.000250941028858
81.76.121.182,1,0.000250941028858
204.78.0.199,1,0.000250941028858
CarolGray,1,0.000250941028858
Antandrus,1,0.000250941028858
Nnatmc2007,1,0.000250941028858
Treeofrock,1,0.000250941028858
74.56.89.36,1,0.000250941028858
Larsinio,1,0.000250941028858
190.159.194.98,1,0.000250941028858
Eastlaw,1,0.000250941028858
216.160.36.249,1,0.000250941028858
Jprg1966,1,0.000250941028858
64.178.96.56,1,0.000250941028858
67.174.120.16,1,0.000250941028858
2602:306:32E4:4280:3118:96E0:9F4B:1DB5,1,0.000250941028858
Hadal,1,0.000250941028858
Webspeedal,1,0.000250941028858
Ccoastal,1,0.000250941028858
83.99.212.106,1,0.000250941028858
DrilBot,1,0.000250941028858
74.14.215.82,1,0.000250941028858
66.202.148.130,1,0.000250941028858
TrackguyRH,1,0.000250941028858
70.178.169.246,1,0.000250941028858
Chevees,1,0.000250941028858
121.242.85.189,1,0.000250941028858
1exec1,1,0.000250941028858
Crop.Trust,1,0.000250941028858
99.140.233.140,1,0.000250941028858
117.192.138.17,1,0.000250941028858
108.36.87.11,1,0.000250941028858
Bharath K Asrani,1,0.000250941028858
Lauburn,1,0.000250941028858
108.203.33.17,1,0.000250941028858
92.224.194.81,1,0.000250941028858
Capitalismojo,1,0.000250941028858
84.68.150.53,1,0.000250941028858
Wk muriithi,1,0.000250941028858
Splodgeness,1,0.000250941028858
Rocketrod1960,1,0.000250941028858
Taejo,1,0.000250941028858
Pearle,1,0.000250941028858
The wub,1,0.000250941028858
68.147.169.141,1,0.000250941028858
Consistencypolice,1,0.000250941028858
168.8.212.60,1,0.000250941028858
64.60.153.235,1,0.000250941028858
98.222.56.208,1,0.000250941028858
Ricardo monteiro,1,0.000250941028858
203.217.66.109,1,0.000250941028858
Dyuku,1,0.000250941028858
DadaNeem,1,0.000250941028858
Achromatic,1,0.000250941028858
67.186.28.94,1,0.000250941028858
75.47.252.202,1,0.000250941028858
Catapult,1,0.000250941028858
67.186.99.248,1,0.000250941028858
A Quest For Knowledge,1,0.000250941028858
87.127.117.246,1,0.000250941028858
107.161.29.246,1,0.000250941028858
Core1911,1,0.000250941028858
152.62.114.178,1,0.000250941028858
206.167.151.2,1,0.000250941028858
12.7.202.2,1,0.000250941028858
204.77.63.193,1,0.000250941028858
Kifster,1,0.000250941028858
156.34.24.16,1,0.000250941028858
Quebec99,1,0.000250941028858
Aspects,1,0.000250941028858
Wosch21149,1,0.000250941028858
Hsehm,1,0.000250941028858
77.28.90.64,1,0.000250941028858
Metasquares,1,0.000250941028858
184.12.225.227,1,0.000250941028858
75.0.154.105,1,0.000250941028858
2607:EA00:104:1800:C5F4:FC1E:1FE:77F3,1,0.000250941028858
128.255.109.168,1,0.000250941028858
Fairlyoddparents1234,1,0.000250941028858
24.113.185.233,1,0.000250941028858
Lou Stang,1,0.000250941028858
69.125.224.105,1,0.000250941028858
82.67.146.124,1,0.000250941028858
152.83.196.170,1,0.000250941028858
Clindhartsen,1,0.000250941028858
132.198.224.201,1,0.000250941028858
SNAAAAKE!!,1,0.000250941028858
75.236.236.100,1,0.000250941028858
93.80.36.132,1,0.000250941028858
Davidruben,1,0.000250941028858
173.35.232.217,1,0.000250941028858
50.89.57.115,1,0.000250941028858
128.54.177.135,1,0.000250941028858
99.224.5.103,1,0.000250941028858
158.143.136.219,1,0.000250941028858
Dugmartsch,1,0.000250941028858
68.102.173.59,1,0.000250941028858
139.142.252.64,1,0.000250941028858
76.184.208.133,1,0.000250941028858
65.95.152.145,1,0.000250941028858
BigT2006,1,0.000250941028858
81.86.116.56,1,0.000250941028858
24.31.187.238,1,0.000250941028858
Grshpr09,1,0.000250941028858
JackieBot,1,0.000250941028858
108.213.23.44,1,0.000250941028858
NewJohn,1,0.000250941028858
157.242.201.3,1,0.000250941028858
PirateImpulse,1,0.000250941028858
174.50.181.212,1,0.000250941028858
98.210.208.143,1,0.000250941028858
MaxVeers,1,0.000250941028858
70.76.80.138,1,0.000250941028858
Nolacards,1,0.000250941028858
Jax 0677,1,0.000250941028858
MonCorpComm,1,0.000250941028858
Spangineer,1,0.000250941028858
140.88.208.185,1,0.000250941028858
193.50.196.223,1,0.000250941028858
Sly lai,1,0.000250941028858
Mister Deranged,1,0.000250941028858
145.107.104.82,1,0.000250941028858
188.66.85.142,1,0.000250941028858
74.110.109.58,1,0.000250941028858
64.88.165.124,1,0.000250941028858
NSCoder,1,0.000250941028858
NewEnglandYankee,1,0.000250941028858
69.146.24.184,1,0.000250941028858
74.143.30.50,1,0.000250941028858
189.106.75.113,1,0.000250941028858
109.152.28.215,1,0.000250941028858
Donner60,1,0.000250941028858
JimVC3,1,0.000250941028858
24.211.126.82,1,0.000250941028858
71.75.83.37,1,0.000250941028858
Gerrard Winstanley,1,0.000250941028858
174.91.245.122,1,0.000250941028858
Aaron Brenneman,1,0.000250941028858
114.143.124.172,1,0.000250941028858
130.206.160.216,1,0.000250941028858
24.66.133.123,1,0.000250941028858
L Kensington,1,0.000250941028858
Laury Livsey,1,0.000250941028858
Bradd,1,0.000250941028858
Hogie75,1,0.000250941028858
66.209.53.131,1,0.000250941028858
209.204.84.2,1,0.000250941028858
196.12.53.9,1,0.000250941028858
Dontrunwiththosescissors,1,0.000250941028858
84.130.253.91,1,0.000250941028858
Imperial Monarch,1,0.000250941028858
JaconaFrere,1,0.000250941028858
69.41.104.0,1,0.000250941028858
71.166.38.8,1,0.000250941028858
149.119.148.61,1,0.000250941028858
98.110.175.193,1,0.000250941028858
Kathovo,1,0.000250941028858
Sparkzy,1,0.000250941028858
27.113.241.3,1,0.000250941028858
24.45.4.37,1,0.000250941028858
66.9.60.60,1,0.000250941028858
Smalljim,1,0.000250941028858
RevelationDirect,1,0.000250941028858
96.251.26.60,1,0.000250941028858
Entropy1963,1,0.000250941028858
Chunliang Lyu,1,0.000250941028858
124.176.152.144,1,0.000250941028858
122.60.9.218,1,0.000250941028858
60.242.193.80,1,0.000250941028858
96.35.44.94,1,0.000250941028858
203.153.205.78,1,0.000250941028858
Edward,1,0.000250941028858
Mbhiii,1,0.000250941028858
174.47.116.250,1,0.000250941028858
Wikipediarules2221,1,0.000250941028858
Pig de Wig,1,0.000250941028858
Sinopitt,1,0.000250941028858
Dreadstar,1,0.000250941028858
86.130.107.185,1,0.000250941028858
62.205.69.243,1,0.000250941028858
85.149.221.44,1,0.000250941028858
Luna Santin,1,0.000250941028858
66.68.144.48,1,0.000250941028858
Bobbob234,1,0.000250941028858
Versus22,1,0.000250941028858
81.215.13.145,1,0.000250941028858
75.54.85.120,1,0.000250941028858
41.244.40.61,1,0.000250941028858
165.82.76.175,1,0.000250941028858
Rairanjanrohit,1,0.000250941028858
66.27.205.113,1,0.000250941028858
143.107.176.127,1,0.000250941028858
WLU,1,0.000250941028858
75.215.90.15,1,0.000250941028858
157.160.44.106,1,0.000250941028858
207.159.178.53,1,0.000250941028858
24.22.158.2,1,0.000250941028858
99.249.246.222,1,0.000250941028858
Shuipzv3,1,0.000250941028858
66.206.231.15,1,0.000250941028858
95.34.194.76,1,0.000250941028858
Rcsprinter123,1,0.000250941028858
CinagroErunam,1,0.000250941028858
99.239.26.139,1,0.000250941028858
161.38.223.223,1,0.000250941028858
Ronhjones,1,0.000250941028858
Onehunerdpercent,1,0.000250941028858
79.234.95.46,1,0.000250941028858
24.145.149.183,1,0.000250941028858
212.159.61.129,1,0.000250941028858
Paul Magnussen,1,0.000250941028858
83.109.166.4,1,0.000250941028858
Kjell.kuehne,1,0.000250941028858
70.48.160.94,1,0.000250941028858
Groupuscule,1,0.000250941028858
Karanis,1,0.000250941028858
Lidskjalv,1,0.000250941028858
98.203.242.181,1,0.000250941028858
Bensin,1,0.000250941028858
Beilby,1,0.000250941028858
64.106.90.236,1,0.000250941028858
99.245.197.24,1,0.000250941028858
Hallows AG,1,0.000250941028858
Vltava 68,1,0.000250941028858
Froid,1,0.000250941028858
Download,1,0.000250941028858
89.138.177.122,1,0.000250941028858
23.242.41.75,1,0.000250941028858
SMC,1,0.000250941028858
Deagle AP,1,0.000250941028858
Kaiserb,1,0.000250941028858
89.241.140.109,1,0.000250941028858
24.126.184.47,1,0.000250941028858
71.105.84.15,1,0.000250941028858
24.208.79.4,1,0.000250941028858
Cool Doctor Money,1,0.000250941028858
Sandcherry,1,0.000250941028858
Wtshymanski,1,0.000250941028858
ESkog,1,0.000250941028858
66.195.102.82,1,0.000250941028858
Taylorpxx,1,0.000250941028858
24.47.101.231,1,0.000250941028858
142.68.141.246,1,0.000250941028858
184.144.75.79,1,0.000250941028858
WikHead,1,0.000250941028858
12.42.51.27,1,0.000250941028858
J Milburn,1,0.000250941028858
70.16.206.56,1,0.000250941028858
Amcl,1,0.000250941028858
174.47.116.249,1,0.000250941028858
Shattered Gnome,1,0.000250941028858
Kellyvillasuso,1,0.000250941028858
Gene0915,1,0.000250941028858
Formerly 98,1,0.000250941028858
75.28.103.47,1,0.000250941028858
173.67.93.29,1,0.000250941028858
Quinctilius,1,0.000250941028858
24.7.59.75,1,0.000250941028858
John Cline,1,0.000250941028858
Hannes Röst,1,0.000250941028858
Architeuthiskid,1,0.000250941028858
167.176.6.8,1,0.000250941028858
220.255.1.76,1,0.000250941028858
Bwj8,1,0.000250941028858
97.106.47.12,1,0.000250941028858
60.234.173.149,1,0.000250941028858
140.158.16.78,1,0.000250941028858
Kbdankbot,1,0.000250941028858
Feedbackloopman,1,0.000250941028858
Ravn,1,0.000250941028858
Mennonot,1,0.000250941028858
174.62.127.29,1,0.000250941028858
209.234.71.190,1,0.000250941028858
202.61.173.117,1,0.000250941028858
174.92.95.176,1,0.000250941028858
PKn,1,0.000250941028858
99.102.109.67,1,0.000250941028858
Hopiakuta,1,0.000250941028858
JYolkowski,1,0.000250941028858
76.89.139.166,1,0.000250941028858
69.155.128.40,1,0.000250941028858
50.44.150.129,1,0.000250941028858
Peko,1,0.000250941028858
Kbh3rd,1,0.000250941028858
Melchoir,1,0.000250941028858
202.154.148.43,1,0.000250941028858
Arbor to SJ,1,0.000250941028858
Zippanova,1,0.000250941028858
Boymilo,1,0.000250941028858
That Guy, From That Show!,1,0.000250941028858
Palnatoke,1,0.000250941028858
71.229.136.30,1,0.000250941028858
131.247.116.91,1,0.000250941028858
134.76.183.215,1,0.000250941028858
128.39.17.150,1,0.000250941028858
84.30.93.239,1,0.000250941028858
75.143.74.155,1,0.000250941028858
Shafei,1,0.000250941028858
62.56.69.20,1,0.000250941028858
24.17.254.13,1,0.000250941028858
Jurock,1,0.000250941028858
75.23.196.59,1,0.000250941028858
173.128.188.217,1,0.000250941028858
86.164.227.187,1,0.000250941028858
DOI bot,1,0.000250941028858
129.120.93.25,1,0.000250941028858
222.154.48.173,1,0.000250941028858
Jab843,1,0.000250941028858
Landroo,1,0.000250941028858
The Cunctator,1,0.000250941028858
68.69.56.4,1,0.000250941028858
216.26.106.67,1,0.000250941028858
63.248.127.84,1,0.000250941028858
64.198.245.3,1,0.000250941028858
81.102.53.234,1,0.000250941028858
67.173.27.56,1,0.000250941028858
Daniel Case,1,0.000250941028858
70.161.211.200,1,0.000250941028858
69.214.112.163,1,0.000250941028858
Lightmouse,1,0.000250941028858
Allens,1,0.000250941028858
Liberlogos,1,0.000250941028858
Johncapistrano,1,0.000250941028858
66.129.160.130,1,0.000250941028858
64.254.236.71,1,0.000250941028858
80.216.125.193,1,0.000250941028858
35.16.20.231,1,0.000250941028858
VirulentWaif,1,0.000250941028858
222.154.42.245,1,0.000250941028858
207.255.58.152,1,0.000250941028858
Addbot,1,0.000250941028858
Alteripse,1,0.000250941028858
124.254.109.158,1,0.000250941028858
Pinethicket,1,0.000250941028858
Billyjoel25,1,0.000250941028858
71.217.77.228,1,0.000250941028858
A1mint,1,0.000250941028858
Fight the bias,1,0.000250941028858
Plantdrew,1,0.000250941028858
173.69.68.144,1,0.000250941028858
AndrewHowse,1,0.000250941028858
68.158.246.212,1,0.000250941028858
70.240.202.185,1,0.000250941028858
209.22.6.3,1,0.000250941028858
Frosted14,1,0.000250941028858
AllenZh,1,0.000250941028858
Rhobite,1,0.000250941028858
94.7.42.10,1,0.000250941028858
69.14.140.195,1,0.000250941028858
24.115.40.254,1,0.000250941028858
RockPhill33,1,0.000250941028858
207.106.89.45,1,0.000250941028858
81.107.53.59,1,0.000250941028858
Jls8705,1,0.000250941028858
69.110.4.68,1,0.000250941028858
Immunize,1,0.000250941028858
12.217.244.78,1,0.000250941028858
CosmicJester,1,0.000250941028858
66.90.165.232,1,0.000250941028858
Petrb,1,0.000250941028858
Saxton,1,0.000250941028858
69.25.29.4,1,0.000250941028858
Gallup,1,0.000250941028858
83.163.143.121,1,0.000250941028858
24.90.253.83,1,0.000250941028858
Woodlot,1,0.000250941028858
174.20.172.36,1,0.000250941028858
GeorgeLouis,1,0.000250941028858
76.210.74.249,1,0.000250941028858
Zaf,1,0.000250941028858
Peacentruth,1,0.000250941028858
173.58.95.112,1,0.000250941028858
Rrburke,1,0.000250941028858
Caketits,1,0.000250941028858
24.235.196.120,1,0.000250941028858
67.170.160.208,1,0.000250941028858
205.162.229.162,1,0.000250941028858
Postdlf,1,0.000250941028858
96.236.44.70,1,0.000250941028858
12.177.38.219,1,0.000250941028858
76.26.211.149,1,0.000250941028858
71.81.202.16,1,0.000250941028858
50.11.26.76,1,0.000250941028858
173.34.27.132,1,0.000250941028858
66.192.11.161,1,0.000250941028858
50.158.219.12,1,0.000250941028858
Tomchao,1,0.000250941028858
203.108.113.62,1,0.000250941028858
Sjö,1,0.000250941028858
Lugia2453,1,0.000250941028858
98.203.202.54,1,0.000250941028858
184.151.63.129,1,0.000250941028858
